Date,Ticker,Open,Close,High,Low,1msma,2msma,3msma,Upper_shadow,Lower_shadow
2018-01-31,AAPL,41.36923235428593,41.36538351149786,41.65020101244771,41.083170483995936,41.36538351149786,,,0.2809686581617825,0.2822130275019248
2018-02-28,AAPL,39.878374069479136,39.96533966064453,40.50087813584593,39.45047428383387,39.96533966064453,40.6653615860712,,0.535538475201399,0.4278997856452662
2018-03-31,AAPL,41.78273234671499,41.651223500569664,42.20101551000011,41.30875431599351,41.651223500569664,40.8082815806071,40.99398222423735,0.4182831632851247,0.34246918457615294
2018-04-30,AAPL,40.521971134200825,40.538452511742,40.97367112058177,40.17040879679312,40.538452511742,41.09483800615583,40.71833855765207,0.4352186088397687,0.3515623374077066
2018-05-31,AAPL,44.25798757519061,44.396454551003195,44.61961638551434,43.996130759346165,44.396454551003195,42.4674535313726,42.19537685443829,0.22316183451114568,0.2618568158444461
2018-06-30,AAPL,45.22018054332377,45.19644709995815,45.486495003999224,44.90833889463942,45.19644709995815,44.796450825480676,43.37711805423445,0.26631446067545284,0.2881082053187285
2018-07-31,AAPL,45.57378284946037,45.601395743233816,45.895779242925684,45.29069500749286,45.601395743233816,45.398921421595986,45.064765798065054,0.29438349969186817,0.28308784196751446
2018-08-31,AAPL,51.04094081425223,51.247174304464586,51.53915852138671,50.75729027706084,51.247174304464586,48.4242850238492,47.34833904921885,0.29198421692212406,0.28365053719139155
2018-09-30,AAPL,53.46060168054556,53.398716374447474,53.98947591885504,52.91881874581772,53.398716374447474,52.32294533945603,50.08242880738195,0.5288742383094842,0.4798976286297574
2018-10-31,AAPL,53.18863345479439,53.1034285503885,53.84768919222497,52.38896360848694,53.1034285503885,53.25107246241799,52.583106409766856,0.6590557374305774,0.7144649419015607
2018-11-30,AAPL,46.243306121018996,46.10226785568964,46.75668723303303,45.49128035303285,46.10226785568964,49.60284820303907,50.86813759350854,0.5133811120140308,0.6109875026567906
2018-12-31,AAPL,39.87217323420919,39.63646758230109,40.373302939634456,39.06333090034228,39.63646758230109,42.86936771899536,46.280721329459745,0.5011297054252637,0.5731366819588075
2019-01-31,AAPL,37.064816260303594,37.199366433279856,37.52856075537551,36.664038643904576,37.199366433279856,38.41791700779047,40.97936729042353,0.3291943220956526,0.40077761639901865
2019-02-28,AAPL,41.48671280311542,41.5679279126619,41.84705819960026,41.27848303597837,41.5679279126619,39.38364717297088,39.46792064274762,0.2791302869383614,0.20822976713704833
2019-03-31,AAPL,44.40040646382259,44.417369479224796,44.81432724798137,43.961098697133416,44.417369479224796,42.992648695943345,41.06155460838885,0.39695776875657174,0.4393077666891756
2019-04-30,AAPL,48.4334497893311,48.59084865025112,48.847947778975765,48.13400066420504,48.59084865025112,46.50410906473796,44.85871534737927,0.25709912872464713,0.2994491251260598
2019-05-31,AAPL,46.386901004831984,46.46825391596014,46.977400229040114,45.965714170384715,46.46825391596014,47.52955128310563,46.492157348478685,0.5091463130799738,0.4211868344472691
2019-06-30,AAPL,46.867951774143464,46.94202556610107,47.3864653477466,46.519722891125916,46.94202556610107,46.70513974103061,47.33370937743744,0.4444397816455279,0.34822888301754773
2019-07-31,AAPL,49.881316283715776,49.921344236894086,50.289443621621466,49.604550492090176,49.921344236894086,48.431684901497576,47.77720790631844,0.3680993847273797,0.2767657916255999
2019-08-31,AAPL,50.071421957876325,49.99722740866921,50.643966315369155,49.48315503977165,49.99722740866921,49.95928582278165,48.953532403888126,0.5725443574928306,0.5140723688975584
2019-09-30,AAPL,53.16606569831207,53.23138542175293,53.59180477806835,52.72946072458611,53.23138542175293,51.614306415211075,51.049985689105405,0.3604193563154183,0.43660497372595586
2019-10-31,AAPL,57.36657356626124,57.453737341839336,57.86460757963568,56.882023243667575,57.453737341839336,55.34256138179613,53.56078339075382,0.41087023779634535,0.4845503225936625
2019-11-30,AAPL,64.05651607337988,64.25868740081788,64.48909099148634,63.70105820086841,64.25868740081788,60.8562123713286,58.31460338813671,0.23040359066845895,0.3554578725114723
2019-12-31,AAPL,67.44869861431282,67.72650618780227,68.05913097364609,67.07560486460936,67.72650618780227,65.99259679431007,63.14631031015316,0.3326247858438194,0.37309374970345743
2020-01-31,AAPL,76.21179410740004,76.39431726364862,76.98457207102588,75.63879933839291,76.39431726364862,72.06041172572544,69.45983695075626,0.5902548073772635,0.5729947690071242
2020-02-29,AAPL,76.1434879589067,76.37813327186986,77.35547043924221,75.26311253134021,76.37813327186986,76.38622526775924,73.49965224110692,0.9773371673723545,0.8803754275664915
2020-03-31,AAPL,64.09374793241659,64.43019502813166,66.2097392766633,62.56494759084008,64.43019502813166,70.40416415000075,72.40088185455005,1.7795442485316357,1.5288003415765132
2020-04-30,AAPL,66.72988186587115,66.87098621186756,67.70452011077646,65.81486691992535,66.87098621186756,65.6505906199996,69.22643817062301,0.8335338989088967,0.9150149459457992
2020-05-31,AAPL,75.9878837634603,76.25833358764649,77.06171244555063,75.37158491311882,76.25833358764649,71.56465989975703,69.18650494254858,0.8033788579041357,0.6162988503414795
2020-06-30,AAPL,84.81409884120399,85.12549660422586,85.99658690534886,83.85438924900065,85.12549660422586,80.69191509593617,76.08493880124664,0.8710903011230045,0.959709592203339
2020-07-31,AAPL,93.95387631348213,94.10034457120028,95.10525808154884,92.81972618997433,94.10034457120028,89.61292058771306,85.16139158769087,1.0049135103485582,1.1341501235077942
2020-08-31,AAPL,115.34637116170919,115.67131696428571,116.91958698349109,113.9525060783051,115.67131696428571,104.88583076774299,98.29905271323729,1.2482700192053784,1.39386508340408
2020-09-30,AAPL,114.50457465905683,113.56370035807292,116.43517043796183,111.05768419226962,113.56370035807292,114.61750866117931,107.77845396451964,1.9305957789050012,2.5060161658033024
2020-10-31,AAPL,115.11127537954313,114.8341775373979,116.67029419333984,113.35272862794874,114.8341775373979,114.19893894773541,114.68973161991885,1.5590188137967118,1.4814489094491705
2020-11-30,AAPL,115.32527067362935,115.40165176391602,116.75800796647381,114.0036167801496,115.40165176391602,115.11791465065696,114.59984321979562,1.3563562025577909,1.3216538934797484
2020-12-31,AAPL,125.64220520789745,125.78054428100586,127.08264101162186,124.23635238222947,125.78054428100586,120.59109802246094,118.67212452743992,1.3020967306160003,1.4058528256679779
2021-01-31,AAPL,131.52221159515625,131.45876231946443,133.46780516298,129.42527758978343,131.45876231946443,128.61965330023514,124.21365278812875,1.9455935678237495,2.0334847296809926
2021-02-28,AAPL,130.6094399197169,130.12357129548727,131.64254890924715,128.53862661060674,130.12357129548727,130.79116680747586,129.12095929865254,1.0331089895302625,1.5849446848805258
2021-03-31,AAPL,120.8194678419492,120.60562365988027,122.18943819604817,119.1543331578953,120.60562365988027,125.36459747768376,127.39598575827732,1.3699703540989674,1.4512905019849711
2021-04-30,AAPL,130.30491301271078,130.44393012637184,131.53109175171596,129.11030649585322,130.44393012637184,125.52477689312606,127.0577083605798,1.0871616253441232,1.1946065168575615
2021-05-31,AAPL,125.88550421032053,125.63686408996583,126.99827150597801,124.68560632327069,125.63686408996583,128.04039710816886,125.56213929207264,1.112767295657477,0.9512577666951358
2021-06-30,AAPL,128.36241293258456,128.82741928100586,129.5145690614026,127.64056864709865,128.82741928100586,127.23214168548584,128.30273783244783,0.6871497803967372,0.7218442854859148
2021-07-31,AAPL,143.31207052858718,143.87616330101378,144.97933484237168,142.2891458569067,143.87616330101378,136.35179129100982,132.78014889066182,1.1031715413579093,1.022924671680471
2021-08-31,AAPL,146.743950960411,147.06837810169566,148.10874095420897,145.7658485601756,147.06837810169566,145.47227070135472,139.92398689457175,1.0403628525133115,0.9781024002354002
2021-09-30,AAPL,147.92622353323264,147.23553103492372,148.91238577255103,146.15765392596091,147.23553103492372,147.1519545683097,146.06002414587772,0.9861622393183893,1.0778771089628094
2021-10-31,AAPL,143.92484651045277,144.51295035226005,145.3615406548459,142.915518411431,144.51295035226005,145.8742406935919,146.27228649629316,0.8485903025858477,1.009328099021758
2021-11-30,AAPL,152.67610162291427,153.3241213843936,154.5699282838408,151.66454029154934,153.3241213843936,148.91853586832684,148.35753425719247,1.2458068994471887,1.0115613313649305
2021-12-31,AAPL,172.15629589613624,172.55127646706322,174.61882442186263,170.26454786167105,172.55127646706322,162.9376989257284,156.79611606790561,2.0675479547994087,1.891748034465195
2022-01-31,AAPL,169.21939046221843,168.88135223388673,171.45292642470775,166.67217440306896,168.88135223388673,170.716314350475,164.91891669511452,2.233535962489327,2.209177830817765
2022-02-28,AAPL,168.83641153370516,169.03026620965255,170.77738244988686,166.791292449112,169.03026620965255,168.95580922176964,170.15429830353418,1.7471162402343055,2.0451190845931535
2022-03-31,AAPL,164.06473029875343,164.56594251549762,166.41150620787715,162.20531720815288,164.56594251549762,166.7981043625751,167.49252031967896,1.8455636923795282,1.8594130906005546
2022-04-30,AAPL,166.72474277289314,166.06970443725587,168.7550573443204,164.33953423937243,166.06970443725587,165.31782347637676,166.55530438746868,2.0303145714272546,1.7301701978834387
2022-05-31,AAPL,147.82878022380547,147.93451944986978,150.44668507454315,144.8787952117424,147.93451944986978,157.00211194356282,159.52338880087444,2.512165624673372,2.9499850120630526
2022-06-30,AAPL,139.52015050383005,139.37345668247767,141.4874824638479,137.69144393179695,139.37345668247767,143.65398806617372,151.12589352320114,1.9673319600178445,1.6820127506807125
2022-07-31,AAPL,147.98511314496452,149.21536102294922,150.30752986720518,146.69405220809432,149.21536102294922,144.29440885271345,145.50777905176557,1.0921688442559514,1.2910609368701955
2022-08-31,AAPL,166.64101054041046,166.5694931693699,168.27063773214942,165.22089320638224,166.5694931693699,157.89242709615957,151.71943695826562,1.6296271917389618,1.348599962987663
2022-09-30,AAPL,153.03042860793053,152.7494644891648,155.05136304403277,150.6434356081189,152.7494644891648,159.65947882926736,156.17810622716132,2.0209344361022374,2.1060288810459156
2022-10-31,AAPL,143.86705935946483,144.77317374093192,146.55735826413087,142.24451117788215,144.77317374093192,148.76131911504837,154.69737713315556,1.7841845231989453,1.6225481815826868
2022-11-30,AAPL,146.02196291159575,145.80906095958892,147.99733380248932,143.47395640038468,145.80906095958892,145.29111735026044,147.77723306322855,1.975370890893572,2.3351045592042396
2022-12-31,AAPL,138.735715956915,137.87666647774833,140.16666666666666,136.27714356921967,137.87666647774833,141.84286371866864,142.81963372608973,1.43095070975167,1.5995229085286553
2018-01-31,ABBV,82.67037421651668,83.14647928873698,84.03953103644781,81.6807282364681,83.14647928873698,,,0.8930517477108282,0.9896459800485786
2018-02-28,ABBV,90.61791354993329,90.91265507748253,92.77976486994017,89.25827422333982,90.91265507748253,87.02956718310975,,1.86710979245764,1.3596393265934665
2018-03-31,ABBV,87.45061714199258,86.80540974934895,88.54366523632568,85.6072753231964,86.80540974934895,88.85903241341575,86.95484803852283,1.0930480943330991,1.1981344261525493
2018-04-30,ABBV,74.17409828524494,74.07033248174758,75.1513226609369,73.01456534456054,74.07033248174758,80.43787111554826,83.92946576952635,0.9772243756919607,1.055767137187047
2018-05-31,ABBV,82.19194321798258,82.10476233742453,82.91228185077908,81.27835221513511,82.10476233742453,78.08754740958605,80.99350152284035,0.7203386327964978,0.8264101222894169
2018-06-30,ABBV,77.7522893838119,77.4900883265904,78.36422182130016,76.97367490051029,77.4900883265904,79.79742533200746,77.88839438192083,0.6119324374882638,0.5164134260801063
2018-07-31,ABBV,75.28862123921424,75.41189865838913,76.07171381337935,74.41338242669222,75.41189865838913,76.45099349248977,78.33558310746803,0.6598151549902127,0.8752388125220136
2018-08-31,ABBV,77.89053291318578,77.99653857687245,78.69189307048599,77.2165904231117,77.99653857687245,76.7042186176308,76.96617518728401,0.6953544936135359,0.6739424900740829
2018-09-30,ABBV,75.83389951161944,75.80160602770354,76.52395196845796,75.07246268618324,75.80160602770354,76.899072302288,76.40334775432171,0.6900524568385293,0.7291433415202988
2018-10-31,ABBV,72.57178812964338,72.00127162104067,73.29648191827587,71.18863020329118,72.00127162104067,73.90143882437211,75.26647207520556,0.7246937886324929,0.8126414177494894
2018-11-30,ABBV,70.81977425444813,71.25184595017205,72.19098032082668,69.84605741955671,71.25184595017205,71.62655878560636,73.01824119963875,0.939134370654628,0.9737168348914196
2018-12-31,ABBV,71.7343326044262,71.63040602834602,73.00551833090603,70.44854786441205,71.63040602834602,71.44112598925904,71.62784119985291,1.2711857264798283,1.181858163933967
2019-01-31,ABBV,70.80909205998171,70.4618760971796,71.46914849541169,69.57737227352636,70.4618760971796,71.04614106276281,71.11470935856589,0.6600564354299792,0.8845038236532332
2019-02-28,ABBV,65.99421750191881,65.95726655658923,66.41111668142648,65.26953731610044,65.95726655658923,68.20957132688442,69.34984956070495,0.4168991795076664,0.6877292404887925
2019-03-31,ABBV,65.76145252874853,65.8035380045573,66.36283903483964,65.15180844758217,65.8035380045573,65.88040228057326,67.40756021944203,0.5593010302823416,0.6096440811663655
2019-04-30,ABBV,67.44034973917812,67.2175042288644,67.97559956026481,66.59275520087223,67.2175042288644,66.51052111671085,66.32610293000364,0.535249821086694,0.6247490279921664
2019-05-31,ABBV,65.83270920506116,65.94911714033647,66.49996448877937,65.19893043352059,65.94911714033647,66.58331068460043,66.3233864579194,0.5508473484429004,0.6337787715405767
